"registration_date,""stolen_date"",""brand"",""model"",""province"""
"2017-07-21,""2018-05-12"",""YAMAHA"",""XP530D-A  (TMAX DX)"",""B"""
"2007-02-09,""2018-05-12"",""HONDA"",""SES125"",""B"""
"2007-05-15,""2018-05-12"",""HONDA"",""SES125"",""B"""
"2006-05-18,""2018-05-12"",""KYMCO"",""BETÑWIN 125"",""V"""
"2011-08-03,""2018-05-12"",""HONDA"",""WW125EX2"",""SE"""
"2010-07-06,""2018-05-12"",""HONDA"",""WW125EX2"",""B"""
"2016-02-02,""2018-05-12"",""HONDA"",""SH125D"",""B"""
"2000-07-06,""2018-05-12"",""APRILIA"",""SR125"",""AB"""
"2006-09-22,""2018-05-12"",""KYMCO"",""BETWIN 125"",""M"""
"2013-07-01,""2018-05-12"",""PEUGEOT"",""VIVACITY 125"",""M"""
"2016-04-14,""2018-05-12"",""YAMAHA"",""MW125"",""B"""
"2016-01-05,""2018-05-12"",""HONDA"",""SH125AD"",""B"""
"2017-04-26,""2018-05-12"",""KYMCO"",""SUPER DINK 125I"",""SE"""
"2010-11-02,""2018-05-13"",""GAS-GAS"",""TG"",""SG"""
"2009-01-09,""2018-05-13"",""KYMCO"",""AGILITY CITY 125"",""MA"""
"2006-08-02,""2018-05-13"",""YAMAHA"",""XP500"",""M"""
"2017-02-27,""2018-05-13"",""HONDA"",""SH300A"",""B"""
"2006-04-05,""2018-05-13"",""SUZUKI"",""VL250"",""TF"""
"2008-09-08,""2018-05-13"",""KYMCO"",""GRAND DINK 125"",""GR"""
"2008-09-17,""2018-05-13"",""HONDA"",""NHX110WH"",""B"""
"2011-09-29,""2018-05-14"",""HONDA"",""WW125EX2"",""M"""
"2007-11-12,""2018-05-14"",""YAMAHA"",""YP125E"",""M"""
"2009-06-25,""2018-05-14"",""YAMAHA"",""YP250R"",""M"""
"2005-10-26,""2018-05-14"",""HONDA"",""SES125"",""B"""
"2016-07-27,""2018-05-14"",""HONDA"",""SH125D"",""GR"""
"2018-04-06,""2018-05-14"",""HONDA"",""WW125EX2"",""CA"""
"2004-01-15,""2018-05-14"",""HONDA"",""CB TWO FIFTY"",""B"""
"1999-09-21,""2018-05-14"",""PEUGEOT"",""FIGHT 100"",""V"""
"1977-07-22,""2018-05-14"",""BULTACO"",""SHERPA T 125"",""B"""
"2017-04-26,""2018-05-14"",""YAMAHA"",""XP530D-A  (TMAX DX)"",""M"""
"2000-01-12,""2018-05-14"",""HONDA"",""SH100"",""B"""
"2004-11-30,""2018-05-14"",""YAMAHA"",""NXC125"",""M"""
"2017-06-06,""2018-05-14"",""HONDA"",""SH300A"",""CE"""
"1997-05-28,""2018-05-14"",""HONDA"",""CBR900RR"",""B"""
"2017-06-21,""2018-05-14"",""KYMCO"",""AGILITY CITY 125"",""M"""
"2008-07-11,""2018-05-14"",""HONDA"",""SH125"",""B"""
"2016-07-08,""2018-05-14"",""YAMAHA"",""XP500"",""B"""
"2014-11-26,""2018-05-14"",""HONDA"",""SH125AD"",""B"""
"2009-06-17,""2018-05-14"",""KEEWAY"",""OUTLOOK 125"",""B"""
"2008-11-21,""2018-05-14"",""HONDA"",""SH300"",""B"""
"2016-10-05,""2018-05-14"",""SHERCO"",""250 2ST"",""V"""
"2012-11-07,""2018-05-14"",""S.Y.M"",""SYMPHONY 125 S"",""B"""
"1980-03-31,""2018-05-14"",""MONTESA"",""CRONO 75"",""SS"""
"2008-04-07,""2018-05-14"",""YAMAHA"",""XP500A"",""B"""
"2006-02-17,""2018-05-14"",""YAMAHA"",""XP500"",""V"""
"2006-10-05,""2018-05-14"",""YAMAHA"",""XP500"",""B"""
"2006-05-12,""2018-05-14"",""HONDA"",""SES 125"",""CO"""
"2016-05-18,""2018-05-14"",""HONDA"",""SH300A"",""B"""
"2016-12-14,""2018-05-14"",""KTM"",""KTM 350 EXC-F"",""B"""
"2014-03-06,""2018-05-14"",""HONDA"",""WW125"",""CA"""
"2007-12-05,""2018-05-14"",""HONDA"",""SH300"",""B"""
"2003-06-16,""2018-05-14"",""HONDA"",""SCV100"",""IB"""
"2014-09-04,""2018-05-14"",""HONDA"",""NSC110MPD"",""GI"""
"2005-08-11,""2018-05-14"",""YAMAHA"",""WR450F"",""B"""
"2011-10-03,""2018-05-14"",""HONDA"",""NSC110WH"",""SE"""
"2008-10-10,""2018-05-14"",""HONDA"",""SH125"",""B"""
"2009-10-13,""2018-05-14"",""SUZUKI"",""UH125"",""B"""
"2001-04-05,""2018-05-15"",""SUZUKI"",""GSXR 600"",""V"""
"2004-09-02,""2018-05-15"",""SUZUKI"",""AN 400"",""V"""
"2009-05-19,""2018-05-15"",""PIAGGIO"",""X7 250 I.E"",""B"""
"2017-11-29,""2018-05-15"",""HONDA"",""SH300A"",""B"""
"1992-06-04,""2018-05-15"",""PEUGEOT"",""SC"",""GI"""
"2003-02-11,""2018-05-15"",""HONDA"",""SH100"",""B"""
"2008-10-23,""2018-05-15"",""APRILIA"",""SPORT CITY"",""B"""
"2014-09-18,""2018-05-15"",""HONDA"",""NSS300"",""M"""
"2012-12-12,""2018-05-15"",""YAMAHA"",""XP500A"",""B"""
"2013-08-09,""2018-05-15"",""KYMCO"",""AGILITY CITY 125"",""IB"""
"2016-08-30,""2018-05-15"",""YAMAHA"",""XP500"",""M"""
"2015-04-21,""2018-05-15"",""HONDA"",""SH125D"",""B"""
"2016-11-17,""2018-05-15"",""HONDA"",""SH125AD"",""B"""
"2009-07-15,""2018-05-15"",""APRILIA"",""SX 125"",""TF"""
"2016-08-09,""2018-05-15"",""YAMAHA"",""MT-07"",""M"""
"2013-04-25,""2018-05-15"",""S.Y.M"",""SYMPHONY 125 S"",""IB"""
"2017-02-14,""2018-05-15"",""HONDA"",""SH300A"",""B"""
"2010-08-12,""2018-05-15"",""KYMCO"",""SUPER DINK 125"",""B"""
"1956-03-06,""2018-05-15"",""LAMBRETTA"",""125"",""V"""
"2017-06-20,""2018-05-15"",""KTM"",""KTM 125 DUKE"",""M"""
"2006-05-30,""2018-05-15"",""YAMAHA"",""NXC 125"",""MA"""
"2007-06-12,""2018-05-15"",""SUZUKI"",""UH200"",""M"""
"2009-09-22,""2018-05-15"",""HONDA"",""SH150"",""B"""
"2013-01-22,""2018-05-15"",""HONDA"",""SH125AD"",""B"""
"2003-12-30,""2018-05-15"",""DERBI"",""SENDA R 125"",""A"""
"2006-01-03,""2018-05-16"",""PIAGGIO"",""X8 125"",""M"""
"2013-09-10,""2018-05-16"",""HONDA"",""SH125D"",""B"""
"2014-10-24,""2018-05-16"",""KEEWAY"",""RKS 125"",""CE"""
"2015-03-19,""2018-05-16"",""KYMCO"",""SUPER DINK 125 ABS"",""SE"""
"2014-09-17,""2018-05-16"",""HONDA"",""SH 125D"",""B"""
"2016-09-13,""2018-05-16"",""HONDA"",""SH125D"",""B"""
"2014-11-07,""2018-05-16"",""HONDA"",""SH125AD"",""B"""
"2009-11-20,""2018-05-16"",""YAMAHA"",""YP125R"",""B"""
"2015-07-01,""2018-05-16"",""KAWASAKI"",""Z800 ABS"",""M"""
"2007-02-19,""2018-05-16"",""YAMAHA"",""YP250R"",""SE"""
"2014-10-23,""2018-05-16"",""HONDA"",""WW125EX"",""CA"""
"2006-04-10,""2018-05-16"",""YAMAHA"",""YZF-R1"",""B"""
"2007-11-20,""2018-05-16"",""KYMCO"",""XCITING 250 I"",""GC"""
"2016-03-04,""2018-05-16"",""KYMCO"",""YAGER GT 300"",""M"""
"2012-03-05,""2018-05-16"",""YAMAHA"",""XP500"",""B"""
"2006-03-14,""2018-05-16"",""MOTOR HISPANIA"",""RYZÑ125"",""BA"""
"2002-07-18,""2018-05-16"",""YAMAHA"",""YP150D"",""B"""
"2002-09-06,""2018-05-16"",""YAMAHA"",""SR250SP"",""B"""
"2014-07-01,""2018-05-16"",""HONDA"",""SH125AD"",""B"""
"2000-01-05,""2018-05-16"",""YAMAHA"",""YP125"",""M"""
"2014-04-01,""2018-05-16"",""S.Y.M"",""SYMPHONY 125 SR"",""IB"""
"2016-11-29,""2018-05-16"",""HONDA"",""SH125AD"",""B"""
"2012-12-20,""2018-05-17"",""YAMAHA"",""YP250R"",""M"""
"2016-06-23,""2018-05-17"",""HONDA"",""SH125D"",""B"""
"2007-08-02,""2018-05-17"",""YAMAHA"",""CIGNUS X"",""CA"""
"2006-03-24,""2018-05-17"",""YAMAHA"",""YZF-R6"",""B"""
"2005-04-19,""2018-05-17"",""SUZUKI"",""DR-Z400S"",""Z"""
"2015-10-07,""2018-05-17"",""SUZUKI"",""UK110"",""B"""
"2007-06-15,""2018-05-17"",""KYMCO"",""BETWIN 125"",""M"""
"2015-05-28,""2018-05-17"",""HONDA"",""SH125D"",""Z"""
"2004-05-03,""2018-05-17"",""HONDA"",""SCV100"",""M"""
"2005-05-06,""2018-05-17"",""HONDA"",""SH 125"",""B"""
"2013-07-03,""2018-05-17"",""HONDA"",""SH125D"",""B"""
"2005-09-29,""2018-05-17"",""HONDA"",""FES150"",""B"""
"2008-03-18,""2018-05-17"",""YAMAHA"",""XP500"",""B"""
"2013-04-26,""2018-05-17"",""S.Y.M"",""SYMPHONY 125 S"",""B"""
"2010-08-30,""2018-05-17"",""TRIUMPH"",""STREET TRIPLE R"",""M"""
"2005-12-01,""2018-05-17"",""HONDA"",""CRF 250 X"",""BU"""
"2014-06-06,""2018-05-17"",""SUZUKI"",""UH125A"",""M"""
"2013-06-27,""2018-05-17"",""PIAGGIO"",""LIBERTY 125"",""SE"""
"2015-11-20,""2018-05-17"",""HONDA"",""SH125AD"",""B"""
"2017-10-20,""2018-05-17"",""SUZUKI"",""AN650"",""B"""
"2006-02-03,""2018-05-17"",""KTM"",""450 EXC"",""BU"""
"2015-11-11,""2018-05-17"",""YAMAHA"",""YP125R"",""SE"""
"2017-10-18,""2018-05-17"",""HONDA"",""NSC110MPD"",""B"""
"2000-03-23,""2018-05-17"",""HONDA"",""VT500"",""IB"""
"2007-06-15,""2018-05-17"",""KYMCO"",""B W 250"",""V"""
"2008-06-24,""2018-05-18"",""YAMAHA"",""YP125E"",""MU"""
"2009-03-26,""2018-05-18"",""KAWASAKI"",""Z 750"",""B"""
"2009-04-22,""2018-05-18"",""KEEWAY"",""OUTLOOK 125"",""B"""
"2006-12-11,""2018-05-18"",""KYMCO"",""GRAND DINK 125"",""GI"""
"2012-06-14,""2018-05-18"",""HONDA"",""SH125"",""M"""
"1994-08-12,""2018-05-18"",""VESPA"",""SKIPPER 150"",""GI"""
"1991-03-15,""2018-05-18"",""SUZUKI"",""SPR41A"",""B"""
"2006-10-04,""2018-05-18"",""YAMAHA"",""YBR125"",""B"""
"1991-07-02,""2018-05-18"",""HONDA"",""CBR 1000 F"",""V"""
"2007-11-02,""2018-05-18"",""YAMAHA"",""FZ6ÑN FAZER"",""M"""
"2010-02-02,""2018-05-18"",""KTM"",""KTM 690 SM"",""M"""
"2006-12-13,""2018-05-18"",""HONDA"",""SH125"",""T"""
"2016-04-04,""2018-05-18"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2007-04-02,""2018-05-18"",""HONDA"",""XR125L"",""B"""
"1998-08-31,""2018-05-18"",""HONDA"",""VT 750"",""CS"""
"2008-03-28,""2018-05-18"",""PIAGGIO"",""X7 125"",""M"""
"2004-03-04,""2018-05-18"",""HONDA"",""XL 650 V"",""B"""
"2018-05-14,""2018-05-18"",""S.Y.M"",""SYMPHONY"",""IB"""
"2017-09-28,""2018-05-19"",""HONDA"",""SH125AD"",""B"""
"1998-10-02,""2018-05-19"",""HONDA"",""SJ 100"",""M"""
"2018-02-22,""2018-05-19"",""KYMCO"",""K-XCT 300I"",""M"""
"2007-04-12,""2018-05-19"",""KAWASAKI"",""Z750"",""M"""
"2016-06-30,""2018-05-19"",""HONDA"",""SH125D"",""B"""
"2005-06-09,""2018-05-19"",""HONDA"",""SH125"",""B"""
"2012-07-03,""2018-05-19"",""KYMCO"",""SUPER DINK 125"",""M"""
"2005-09-14,""2018-05-19"",""SUZUKI"",""UH 125"",""CA"""
"2006-09-07,""2018-05-19"",""HONDA"",""SES 125"",""B"""
"2013-10-03,""2018-05-19"",""HONDA"",""SH125D"",""B"""
"2014-04-15,""2018-05-19"",""HONDA"",""SH125D"",""B"""
"2007-02-01,""2018-05-19"",""HONDA"",""SH125"",""B"""
"2003-04-08,""2018-05-20"",""HONDA"",""SH125"",""B"""
"2000-01-13,""2018-05-20"",""KYMCO"",""MOVIE 125"",""V"""
"2015-10-28,""2018-05-20"",""HONDA"",""NSS125AD"",""B"""
"2017-01-03,""2018-05-20"",""JONWAY"",""YY125T-28"",""V"""
"1997-05-29,""2018-05-20"",""BMW"",""R 1100 GS"",""B"""
"2017-05-09,""2018-05-20"",""KYMCO"",""SUPER DINK 350"",""M"""
"2009-07-06,""2018-05-20"",""BMW"",""F800R"",""M"""
"2015-12-22,""2018-05-20"",""KAWASAKI"",""J300 ABS"",""M"""
"2011-01-19,""2018-05-20"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2016-06-23,""2018-05-20"",""HONDA"",""SH125D"",""B"""
"2015-05-21,""2018-05-20"",""PIAGGIO"",""FLY 125 3V"",""M"""
"2010-04-13,""2018-05-21"",""KYMCO"",""AGILITY CITY 125"",""M"""
"2004-10-27,""2018-05-21"",""HONDA"",""SH125"",""A"""
"2010-06-24,""2018-05-21"",""AIYUMO"",""N A"",""CU"""
"2006-04-10,""2018-05-21"",""YAMAHA"",""XP500"",""M"""
"2013-12-30,""2018-05-21"",""PIAGGIO"",""VESPA LX 125 3V"",""M"""
"2015-06-22,""2018-05-21"",""SUZUKI"",""UH125"",""M"""
"2011-04-19,""2018-05-21"",""KYMCO"",""SUPER DINK 300I"",""M"""
"2010-04-13,""2018-05-21"",""KYMCO"",""AGILITY CITY 125"",""M"""
"2010-02-02,""2018-05-21"",""KYMCO"",""SUPER DINK 300I"",""M"""
"1993-02-02,""2018-05-21"",""SUZUKI"",""GN 250"",""MU"""
"1991-01-29,""2018-05-21"",""HONDA"",""CBR 600 F"",""PO"""
"2016-09-16,""2018-05-22"",""HONDA"",""WW125EX2"",""MA"""
"2007-06-26,""2018-05-22"",""HONDA"",""SH125"",""B"""
"2016-09-12,""2018-05-22"",""KYMCO"",""AGILITY CITY 125"",""M"""
"1999-06-01,""2018-05-22"",""PIAGGIO"",""SKYPPER RST 125"",""MU"""
"2006-02-09,""2018-05-22"",""YAMAHA"",""YP125E"",""B"""
"2016-10-03,""2018-05-22"",""KYMCO"",""K-XCT 125 ABS"",""M"""
"2005-08-12,""2018-05-22"",""YAMAHA"",""NXC125"",""IB"""
"2007-01-03,""2018-05-22"",""HONDA"",""SH 125"",""B"""
"2014-12-18,""2018-05-22"",""GENERIC"",""WORX 125"",""IB"""
"2012-06-13,""2018-05-22"",""PIAGGIO"",""TYPHOON 125"",""IB"""
"2009-06-17,""2018-05-22"",""HONDA"",""SH125"",""B"""
"2016-12-21,""2018-05-22"",""KYMCO"",""GRAND DINK 300"",""M"""
"2011-12-12,""2018-05-22"",""HONDA"",""NSC110WH"",""B"""
"2010-09-17,""2018-05-22"",""YAMAHA"",""XP500"",""B"""
"2009-02-20,""2018-05-23"",""JONWAY"",""JONWAY"",""C"""
"2003-01-22,""2018-05-23"",""PIAGGIO"",""VESPA 150"",""PO"""
"2016-10-19,""2018-05-23"",""KAWASAKI"",""ER-6N"",""B"""
"1992-02-19,""2018-05-23"",""VESPA"",""PX 125 T5"",""M"""
"2011-11-04,""2018-05-23"",""SUZUKI"",""UH200G"",""B"""
"2010-10-28,""2018-05-23"",""PEUGEOT"",""TWEET 125"",""AL"""
"2013-10-25,""2018-05-23"",""HONDA"",""SH300"",""B"""
"2015-10-26,""2018-05-23"",""HONDA"",""WW125EX"",""CA"""
"2009-02-27,""2018-05-23"",""KTM"",""KTM 250 EXC F"",""M"""
"1982-06-10,""2018-05-23"",""VESPA"",""75CC"",""B"""
"2007-02-12,""2018-05-23"",""HONDA"",""SILVER WING"",""B"""
"2015-01-12,""2018-05-23"",""MV AGUSTA"",""BRUTALE 800 DRAGSTER E"",""M"""
"2017-08-08,""2018-05-23"",""GAS-GAS"",""CG"",""O"""
"2009-05-20,""2018-05-23"",""SUZUKI"",""GSX R600"",""M"""
"2010-10-13,""2018-05-23"",""KYMCO"",""SUPER DINK 300I"",""B"""
"2016-04-14,""2018-05-23"",""HONDA"",""WW125EX"",""CA"""
"2016-09-14,""2018-05-23"",""KYMCO"",""SUPER DINK 125 ABS"",""B"""
"2007-11-13,""2018-05-23"",""YAMAHA"",""YP125R"",""SE"""
"2008-07-07,""2018-05-23"",""HAOTIAN"",""HT 125 T-2"",""B"""
"1995-04-04,""2018-05-23"",""VESPA"",""IRIS 200"",""SE"""
"2005-07-21,""2018-05-23"",""HONDA"",""SH125"",""B"""
"2007-04-18,""2018-05-23"",""SUZUKI"",""GSXR600"",""M"""
"2015-07-16,""2018-05-23"",""PEUGEOT"",""TWEET"",""M"""
"2016-11-03,""2018-05-23"",""HONDA"",""CBF600S"",""M"""
"2005-05-17,""2018-05-23"",""HONDA"",""CBR600RR"",""CA"""
"2015-06-09,""2018-05-23"",""RIEJU"",""MARATHON 125"",""CO"""
"2018-01-23,""2018-05-23"",""TORROT"",""MUVI"",""CA"""
"2012-05-28,""2018-05-23"",""YAMAHA"",""X MAX 125"",""M"""
"2011-09-07,""2018-05-24"",""HONDA"",""SH125"",""B"""
"2011-10-26,""2018-05-24"",""KYMCO"",""SUPER DINK 300I"",""M"""
"2015-12-28,""2018-05-24"",""HONDA"",""WW125EX"",""B"""
"2010-09-13,""2018-05-24"",""HONDA"",""SH125"",""B"""
"1989-05-31,""2018-05-24"",""SUZUKI"",""GSX R 750"",""PO"""
"2017-02-09,""2018-05-24"",""DUCATI"",""MONSTER 821"",""GC"""
"1989-05-22,""2018-05-24"",""VESPA"",""PK 75"",""CS"""
"2016-04-20,""2018-05-24"",""PEUGEOT"",""TWEET"",""B"""
"2017-05-16,""2018-05-24"",""HANWAY"",""RAW CAFERACER 125"",""V"""
"2009-07-08,""2018-05-24"",""HONDA"",""SH125"",""B"""
"2016-08-11,""2018-05-24"",""HONDA"",""WW125EX2"",""CA"""
"2005-11-25,""2018-05-24"",""HONDA"",""SES125"",""GI"""
"2015-09-29,""2018-05-24"",""SUZUKI"",""UH125A"",""PO"""
"2005-10-31,""2018-05-24"",""SUZUKI"",""AN250"",""MU"""
"1998-03-31,""2018-05-24"",""PIAGGIO"",""VESPA 125 4T"",""V"""
"2010-11-08,""2018-05-24"",""HONDA"",""SH125"",""B"""
"2012-12-17,""2018-05-24"",""YAMAHA"",""X-MAX 250 (YP250R)"",""MU"""
"2015-07-01,""2018-05-24"",""KAWASAKI"",""Z800 ABS"",""CA"""
"2012-08-31,""2018-05-24"",""KYMCO"",""SUPER DINK 125"",""M"""
"2008-07-23,""2018-05-24"",""SUZUKI"",""AN650AZ"",""B"""
"2013-02-12,""2018-05-24"",""HONDA"",""SH300A"",""B"""
"2012-04-27,""2018-05-24"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2008-07-07,""2018-05-24"",""KAWASAKI"",""Z750"",""B"""
"2006-06-30,""2018-05-24"",""KEEWAY"",""ARN 125"",""CC"""
"2010-02-01,""2018-05-24"",""KTM"",""KTM 990 SUPERMOTO"",""B"""
"2009-08-07,""2018-05-24"",""PIAGGIO"",""LIBERTY 125"",""B"""
"2006-05-22,""2018-05-24"",""HONDA"",""SES125"",""B"""
"2007-08-01,""2018-05-24"",""HONDA"",""SH125"",""B"""
"2016-05-09,""2018-05-25"",""S.Y.M"",""SYMPHONY 125 SR"",""IB"""
"2016-07-27,""2018-05-25"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2018-03-08,""2018-05-25"",""YAMAHA"",""X-MAX 125"",""B"""
"2010-03-11,""2018-05-25"",""PIAGGIO"",""LIBERTY 125 RST"",""B"""
"2007-10-19,""2018-05-25"",""YAMAHA"",""YBR125"",""MA"""
"2016-11-22,""2018-05-25"",""KYMCO"",""SUPER DINK 125 ABS"",""GR"""
"2005-02-15,""2018-05-25"",""YAMAHA"",""FZ6-N"",""B"""
"2017-12-28,""2018-05-25"",""HONDA"",""NSC110MPD"",""B"""
"2016-05-05,""2018-05-25"",""YAMAHA"",""YP125RA"",""M"""
"2010-04-09,""2018-05-25"",""YAMAHA"",""YP250R"",""B"""
"2016-11-09,""2018-05-25"",""S.Y.M"",""SYMPHONY 125 S"",""B"""
"2014-04-24,""2018-05-25"",""S.Y.M"",""SYMPHONY 125 S"",""M"""
"2015-10-08,""2018-05-25"",""HONDA"",""SH125AD"",""M"""
"2011-04-15,""2018-05-25"",""HONDA"",""WW125EX2"",""V"""
"2011-07-07,""2018-05-25"",""KAWASAKI"",""Z750R ABS"",""AV"""
"2012-09-05,""2018-05-25"",""HONDA"",""NSC110MPD"",""B"""
"2010-07-21,""2018-05-25"",""KAWASAKI"",""Z750"",""B"""
"2012-11-09,""2018-05-25"",""GENERIC MOTOR"",""TEJ5"",""IB"""
"2017-06-29,""2018-05-25"",""BMW"",""R 1200 GS"",""A"""
"2013-08-13,""2018-05-25"",""KYMCO"",""K-XCT 300"",""SE"""
"2016-10-26,""2018-05-25"",""PEUGEOT"",""TWEET"",""B"""
"2016-10-24,""2018-05-25"",""S.Y.M"",""SYMPHONY 125 SR"",""IB"""
"2008-10-06,""2018-05-25"",""KYMCO"",""GRAND DINK 125"",""MA"""
"2014-12-11,""2018-05-25"",""KYMCO"",""SUPER DINK 300 ABS"",""SE"""
"2006-12-27,""2018-05-25"",""KYMCO"",""BW 250"",""M"""
"2006-05-22,""2018-05-25"",""HONDA"",""SH150"",""B"""
"2015-01-29,""2018-05-26"",""HONDA"",""SH125D"",""B"""
"2009-03-17,""2018-05-26"",""YAMAHA"",""YP125R"",""B"""
"1993-05-06,""2018-05-26"",""HONDA"",""CB TWO FIFTY"",""MA"""
"2016-10-13,""2018-05-26"",""HONDA"",""SH125AD"",""B"""
"1993-10-01,""2018-05-26"",""SUZUKI"",""DR 650 R"",""M"""
"2014-07-30,""2018-05-26"",""HONDA"",""SH125AD"",""B"""
"2005-09-20,""2018-05-26"",""HONDA"",""SH125"",""B"""
"2011-04-05,""2018-05-26"",""YAMAHA"",""YP125R"",""B"""
"2006-03-22,""2018-05-26"",""YAMAHA"",""YP250R"",""GR"""
"2015-04-17,""2018-05-26"",""HONDA"",""WW125EX"",""M"""
"2014-07-04,""2018-05-26"",""KYMCO"",""SUPER DINK 125"",""M"""
"2016-08-31,""2018-05-26"",""HONDA"",""SH125AD"",""B"""
"2016-11-09,""2018-05-27"",""S.Y.M"",""SYMPHONY 125 S"",""B"""
"1999-03-19,""2018-05-27"",""HONDA"",""SH100"",""B"""
"2006-09-22,""2018-05-27"",""HONDA"",""SH150"",""B"""
"2007-06-01,""2018-05-27"",""KEEWAY"",""SPEED 125"",""BI"""
"2014-12-02,""2018-05-27"",""HONDA"",""SH125AD"",""B"""
"2014-01-02,""2018-05-27"",""PIAGGIO"",""BERVERLY 125 I.E."",""GC"""
"2016-10-04,""2018-05-27"",""HONDA"",""SH125D"",""B"""
"2016-05-23,""2018-05-27"",""HONDA"",""SH125AD"",""B"""
"2016-11-03,""2018-05-27"",""KEEWAY"",""RKS"",""CE"""
"2009-09-08,""2018-05-27"",""HONDA"",""SH125D"",""B"""
"2015-11-09,""2018-05-27"",""SUZUKI"",""UK110"",""B"""
"2016-08-30,""2018-05-27"",""HONDA"",""SH125D"",""B"""
"2016-01-28,""2018-05-27"",""HONDA"",""SH125D"",""B"""
"2015-04-08,""2018-05-27"",""HONDA"",""SH 125 D"",""B"""
"2015-12-18,""2018-05-27"",""HONDA"",""SH125D"",""B"""
"2014-02-10,""2018-05-27"",""HONDA"",""SH 125D"",""B"""
"2012-06-06,""2018-05-27"",""SUZUKI"",""UH125"",""CO"""
"2012-04-20,""2018-05-28"",""HONDA"",""WW125EX2"",""B"""
"2005-02-03,""2018-05-28"",""YAMAHA"",""XP500"",""B"""
"2016-02-23,""2018-05-28"",""HONDA"",""SH125AD"",""B"""
"2004-07-28,""2018-05-28"",""HONDA"",""CBR1000RR"",""B"""
"2005-09-06,""2018-05-28"",""PIAGGIO"",""FLY 125"",""M"""
"1990-06-11,""2018-05-28"",""YAMAHA"",""SR 250"",""TO"""
"2014-12-22,""2018-05-28"",""YAMAHA"",""YP125R"",""B"""
"2006-04-18,""2018-05-28"",""PIAGGIO"",""VESPA 150 E KA"",""B"""
"2015-07-07,""2018-05-28"",""S.Y.M"",""SYMPHONY 125 SR"",""B"""
"1982-12-17,""2018-05-28"",""PUCH"",""COBRA SPORT"",""CO"""
"2005-10-04,""2018-05-28"",""PIAGGIO"",""VESPA PX 125"",""B"""
"2012-07-12,""2018-05-28"",""S.Y.M"",""SYMPHONY 125 S"",""B"""
"2014-03-31,""2018-05-28"",""SUZUKI"",""AN400A"",""M"""
"2012-11-07,""2018-05-28"",""KYMCO"",""SUPER DINK 125"",""SE"""
"2014-05-05,""2018-05-28"",""HONDA"",""SH125D"",""B"""
"2000-07-27,""2018-05-28"",""PIAGGIO"",""SKIPPER'80"",""A"""
"2005-12-22,""2018-05-28"",""HONDA"",""SES125"",""B"""
"2009-01-22,""2018-05-28"",""HONDA"",""SH125"",""B"""
"2009-01-14,""2018-05-28"",""SIN MARCA"",""ZY125TÑ2A"",""T"""
"2017-07-20,""2018-05-28"",""SWM"",""RS125R"",""L"""
"2014-07-16,""2018-05-28"",""YAMAHA"",""YP125R"",""B"""
"2014-06-25,""2018-05-28"",""HONDA"",""SH125D"",""B"""
"1994-04-21,""2018-05-28"",""YAMAHA"",""CY 90"",""GR"""
"2015-07-07,""2018-05-28"",""S.Y.M"",""SYMPHONY 125 SR"",""B"""
"2012-06-29,""2018-05-28"",""HONDA"",""WW125EX2"",""CA"""
"2016-10-27,""2018-05-29"",""KYMCO"",""AGILITY CITY 125"",""B"""
"2006-06-08,""2018-05-29"",""DAELIM"",""NS125"",""AL"""
"2016-12-21,""2018-05-29"",""KYMCO"",""K-XCT 125 ABS"",""M"""
"2014-05-28,""2018-05-29"",""KAWASAKI"",""J300 ABS"",""M"""
"2007-06-05,""2018-05-29"",""HONDA"",""SES125"",""CA"""
"2018-02-20,""2018-05-29"",""HONDA"",""NSC110MPD"",""CE"""
"2016-01-28,""2018-05-29"",""KAWASAKI"",""Z800"",""M"""
"2017-04-27,""2018-05-29"",""YAMAHA"",""XP500"",""M"""
"2013-02-04,""2018-05-29"",""SUZUKI"",""UH125"",""M"""
"2016-02-24,""2018-05-29"",""HONDA"",""SH125D"",""CE"""
"2014-09-05,""2018-05-29"",""S.Y.M"",""SYMPHONY 125 SR"",""SE"""
"2011-04-20,""2018-05-29"",""YAMAHA"",""YP250R"",""B"""
"2011-10-18,""2018-05-29"",""HONDA"",""SH125"",""B"""
"2016-11-11,""2018-05-30"",""PEUGEOT"",""TWEET"",""B"""
"2006-07-20,""2018-05-30"",""YAMAHA"",""FZ6-N"",""B"""
"2007-07-31,""2018-05-30"",""YAMAHA"",""YZF-R6"",""M"""
"2015-06-30,""2018-05-30"",""S.Y.M"",""JOYRIDE 125 EVO"",""B"""
"2015-07-03,""2018-05-30"",""YAMAHA"",""YP125RA"",""B"""
"2014-06-10,""2018-05-30"",""YAMAHA"",""YP250RA"",""B"""
"2007-05-17,""2018-05-30"",""APRILIA"",""SPORT CITY 125"",""B"""
"2005-09-08,""2018-05-30"",""PIAGGIO"",""VESPA LX 125"",""B"""
"2016-04-25,""2018-05-30"",""HONDA"",""SH125D"",""B"""
"2015-01-29,""2018-05-30"",""HONDA"",""SH125D"",""B"""
"2005-06-27,""2018-05-30"",""VESPA"",""150EKA"",""B"""
